## Classical Chinese Character Frequency List
## 古汉语单字频率列表
## 拼音取自于http://www.mandarintools.com/cedict.html, http://www.chinese-forums.com/vocabulary/和http://sh.netsh.com/bbs/1951/。
## 英文翻译来自于CEDICT at http://www.mandarintools.com/cedict.html
## Columns are tab delimited. 行间分隔符为Tab键。
## http://lingua.mtsu.edu/chinese-computing/statistics/index.html
## http://lingua.mtsu.edu/chinese-computing/statistics/char/download.php?Which=CL
id	character	occurrences	frequency	pinyins	traductions
5619	鹛	232	99.7489358001	mei2
5620	髫	232	99.749290819	tiao2	tufts of hair on children
5621	菖	231	99.7496443077	chang1	calamus
5622	麹	231	99.7499977964	qu1
5623	溷	231	99.7503512851	hun4	disordered/privy
5624	糗	230	99.7507032436	qiu3	(surname)/dry provisions
5625	侪	230	99.751055202	chai2	a class/a company/companion
5626	詧	230	99.7514071605	qie4
5627	禫	229	99.7517575887	dan4
5628	娠	229	99.7521080168	shen1	pregnant
5629	窿	228	99.7524569148	long2	cavity/hole
5630	鲅	228	99.7528058127	ba4
5631	郜	228	99.7531547106	gao4	(surname)/name of a feudal state
5632	轺	228	99.7535036086	yao2	light carriage
5633	咿	227	99.7538509763	yi1	(onomat.)
5634	瘾	227	99.7541983439	yin3	addiction/craving
5635	梃	227	99.7545457116	ting3	a club (weapon)
5636	遹	226	99.7548915491	yu4
5637	枥	226	99.7552373865	li4	stable
5638	瞋	226	99.7555832239	tian2
5639	鲧	225	99.7559275311	gun3	father of great yeu
5640	桴	224	99.756270308	fu2	beam/rafter
5641	蝼	224	99.7566130849	lou2	mole-cricket/Gryllotalpa africona
5642	闿	223	99.7569543316	kai3
5643	癜	223	99.7572955783	dian4	erythema/leucoderm
5644	巯	222	99.7576352947	qiu2
5645	枇	222	99.7579750111	pi2	loquat
5646	搽	221	99.7583131972	cha2	apply (ointment, powder)/smear/paint on
5647	瞳	221	99.7586513834	tong2	pupil of the eye
5648	舀	221	99.7589895695	yao3	to scoop
5649	鱿	221	99.7593277557	you2	cuttlefish
5650	覈	221	99.7596659419	he2
5651	硇	220	99.7600025978	nao2
5652	鹈	220	99.7603392537	ti2	pelican
5653	鲲	220	99.7606759096	kun1	sea-monster/young of fishes
5654	枨	220	99.7610125655	cheng2	door post
5655	耨	220	99.7613492214	nou4	hoe
5656	脣	220	99.7616858773	chun2
5657	鴈	220	99.7620225332	yan4
5658	咤	219	99.7623576588	zha4
5659	褙	219	99.7626927845	bei4	paper or cloth pasted together
5660	馋	218	99.7630263799	chan2	gluttonous/greedy
5661	憷	218	99.7633599753	chu4
5662	潴	218	99.7636935707	zhu1	pool/pond
5663	鐇	218	99.7640271661	fan2
5664	桎	218	99.7643607614	zhi4	fetters
5665	篌	218	99.7646943568	hou2	(mus. instr.)
5666	阀	217	99.765026422	fa2	clique/valve
5667	蚂	217	99.7653584871	ma1/ma3/ma4	dragonfly, ant, grasshopper
5668	崮	217	99.7656905523	gu4	(element in mountain names)
5669	悒	217	99.7660226174	yi4	anxiety/worry
5670	棂	217	99.7663546825	ling2	lattice, the lattice of a window a sill, a lintel
5671	攴	217	99.7666867477	po1
5672	頔	217	99.7670188128	di2
5673	稗	216	99.7673493477	bai4	millet/Panicum crus
5674	屹	216	99.7676798826	yi4	high and steep
5675	棕	216	99.7680104175	zong1	palm
5676	苕	216	99.7683409524	tiao2	Teocoma grandiflora
5677	啭	216	99.7686714873	zhuan4	sing, chirp, warble, twitter
5678	岣	216	99.7690020221	gou3	name of a hill in Hunan
5679	遒	216	99.769332557	qiu2	consolidate/end/strong
5680	軿	216	99.7696630919	peng1
5681		216	99.7699936268
5682	綎	216	99.7703241617	ting1
5683	嘎	215	99.7706531663	ga2/ga1	cackling sound
5684	矸	215	99.7709821709	gan1
5685	簸	215	99.7713111756	bo3/bo4	to winnow, dust pan/toss (as waves)
5686	晰	214	99.77163865	xi1	understanding
5687	飙	214	99.7719661243	biao1	whirlwind
5688	荇	214	99.7722935987	xing4	Limnanthemui nymphoides
5689	倔	213	99.7726195428	jue2/jue4	crabby/tough
5690	荏	213	99.772945487	ren3	Perilla ocimoides/soft
5691	颀	213	99.7732714311	qi2	tall
5692	盩	211	99.7735943147	zhou1
5693	跺	211	99.7739171983	duo4	(v) stamp one's foot
5694	抉	211	99.7742400819	jue2	dig/pick
5695	噎	211	99.7745629655	ye1	choke
5696	彷	211	99.7748858492	pang2	irresolute
5697	犴	210	99.7752072025	an4	jail
5698	潸	210	99.7755285559	shan1	tearfully
5699	翚	210	99.7758499092	hui1
5700	炸	209	99.7761697324	zha2/zha4	fry, explode
5701	燠	209	99.7764895555	yu4	warm
5702	帙	209	99.7768093786	zhi4	(surname)/book cover
5703	阚	209	99.7771292017	kan4	(surname)/peep
5704	杈	208	99.7774474945	cha1/cha4	fork of a tree/pitchfork, branches of a tree/fork of a tree
5705	砘	208	99.7777657874	dun4
5706	圹	208	99.7780840802	kuang4	tomb
5707	郛	208	99.7784023731	fu2	suburbs
5708	呸	206	99.7787176054	pei1	to spit (in contempt)
5709	砧	206	99.7790328378	zhen1	anvil
5710	棰	206	99.7793480701	chui2	flog/whip
5711	碚	206	99.7796633025	bei4	place name in Chongqing
5712	舭	206	99.7799785348	bi3
5713	娩	205	99.7802922369	mian3/wan3	give birth to a child, complaisant/agreeable
5714	吱	205	99.780605939	zi1	(phonetic)
5715	芴	205	99.7809196411	wu4	fluorine
5716	嵴	205	99.7812333432	ji2
5717	荪	205	99.7815470453	sun1	fragrant grass
5718	磋	204	99.7818592171	cuo1	deliberate/to polish
5719	貊	204	99.7821713889	mo4	name of a wild tribe/silent
5720	轵	204	99.7824835608	zhi3	end of axle outside of hub
5721	刽	203	99.7827942024	gui4	amputate, cut off
5722	诌	203	99.783104844	zou1/zhou1	make up (a story)
5723	苈	203	99.7834154855	li4	Drabanemerosa hebecarpa
5724	躅	202	99.7837245969	zhu2
5725	畦	201	99.7840321779	qi2	furrow/small plot of farm land
5726	嘹	200	99.7843382288	liao2	clear sound/cry (of cranes etc.)
5727	锟	200	99.7846442796	kun1	steel sword
5728	刭	200	99.7849503304	jing3	cut the throat
5729	絺	200	99.7852563812	zhi3
5730	褾	200	99.785562432	biao3
5731	钒	199	99.7858669526	fan2	vanadium
5732	徨	199	99.7861714732	huang2	irresolute
5733	祛	199	99.7864759937	qu1	to exercise
5734	螫	199	99.7867805143	shi4/zhe1	to sting, to sting
5735	殳	198	99.7870835046	shu1	(surname)/spear
5736	胯	197	99.7873849647	kua4	thigh/leg
5737	潍	197	99.7876864247	wei2	name of a river
5738	踟	197	99.7879878848	chi2	hesitating/undecided/hesitant
5739	蹀	197	99.7882893449	die2	tread on
5740	蔟	197	99.7885908049	cu4	collect/frame for silk worm/nest
5741	赆	197	99.788892265	jin4	farewell presents
5742	脓	195	99.7891906645	nong2	pus
5743	硝	195	99.7894890641	xiao1	saltpeter/to tan (leather)
5744	狰	195	99.7897874636	zheng1	hideous/fierce-looking
5745	唳	195	99.7900858632	li4	cry of a crane or wild goose
5746	飓	195	99.7903842627	ju4	hurricane
5747	躏	194	99.790681132	lin4
5748	鳅	194	99.7909780013	qiu1	loach
5749	蓐	194	99.7912748706	ru4	mat/rushes
5750	襕	194	99.7915717399	lan2
5751	怵	193	99.7918670789	chu4	fearful/timid/to fear
5752	荜	193	99.792162418	bi4	bean/pulse
5753	纩	193	99.792457757	kuang4	fine floss-silk or cotton
5754	曝	192	99.7927515658	pu4	to air/to sun
5755	陔	192	99.7930453746	gai1	step/terrace
5756	崂	192	99.7933391834	lao2	name of a mountain in Shandong
5757	碉	191	99.7936314619	diao1	Tibetan stone house
5758	悭	191	99.7939237405	qian1	stingy
5759	骺	191	99.794216019	hou2
5760	飐	191	99.7945082975	zhan3
5761	衎	191	99.7948005761	kan3
5762	驎	190	99.7950913243	lin2
5763	撙	189	99.7953805424	zun3	regulate/restrain
5764	湄	189	99.7956697604	mei2	brink/edge
5765	榕	188	99.7959574482	rong2	banyan tree/Ficus wightiana
5766	褴	188	99.7962451359	lan2	ragged garments
5767	疥	187	99.7965312935	jie4	scabies
5768	肾	187	99.796817451	shen4	kidney
5769	蜘	187	99.7971036085	zhi1	spider
5770	郿	187	99.797389766	mei2
5771	踬	187	99.7976759235	zhi4	stumble
5772	瘼	187	99.797962081	mo4	distress/sickness
5773	摅	187	99.7982482386	shu1	set forth/to spread
5774	醖	187	99.7985343961	yun4
5775	猢	186	99.7988190233	hu2	(monkey)
5776	榫	186	99.7991036506	sun3	tenon and mortise
5777	蒨	186	99.7993882779	qian4
5778	狲	185	99.7996713749	sun1	(monkey)
5779	孱	185	99.7999544719	can4/chan2	dodger, coward/weak
5780	熨	185	99.8002375689	yu4/yun4	reconciled/smooth, an iron/to iron
5781	蜈	185	99.8005206659	wu2	centipede
5782		185	99.8008037629
5783	芋	184	99.8010853297	yu4	Colocasia antiquorum
5784	硌	184	99.8013668964	ge4
5785		184	99.8016484632
5786	榍	184	99.8019300299	xie4
5787	洄	183	99.8022100664	hui2	eddy/whirlpool
5788	骜	183	99.8024901029	ao4	a noble steed/untamed
5789	蟽	183	99.8027701394	da2
5790	擘	182	99.8030486457	bo4	thumb/break/tear/pierce/split/to analyze
5791	毳	182	99.8033271519	cui4	crisp/brittle/fine animal hair
5792	咋	181	99.8036041279	ze2/zha4/za3	gnaw, loud noise/shout/suddenly
5793	啕	181	99.8038811039	tao2	wail
5794	漪	181	99.8041580799	yi1	ripple
5795	栩	181	99.8044350559	xu3	Quercus serrata
5796	酩	181	99.8047120319	ming3
5797	蔀	181	99.8049890079	bu4
5798	萎	180	99.8052644536	wei1/wei3	spiritless/withered, wither
5799	鈇	180	99.8055398994	fu1
5800	蛆	179	99.8058138148	qu1	maggot
5801	狃	179	99.8060877303	niu3	accustomed to
5802	怍	178	99.8063601156	zuo4	ashamed
5803	榘	178	99.8066325008	ju3
5804	胬	178	99.806904886	nu3
5805	秬	178	99.8071772712	ju4
5806	鹳	177	99.8074481262	guan4	crane/stork
5807	篾	177	99.8077189812	mie4	bamboo splints for baskets
5808	翀	176	99.8079883059	chong1
5809	絁	176	99.8082576306	shi1
5810	睫	175	99.8085254251	jie2	eyelashes
5811	菌	175	99.8087932196	jun1/jun4	germ/bacteria, bacteria/mold/mushroom
5812	拎	175	99.809061014	ling1/lin1	to haul/to lift/to take
5813	鰲	175	99.8093288085	ao2
5814	秵	175	99.809596603	yin1
5815	靸	175	99.8098643975	sa3
5816	堠	175	99.8101321919	hou4	mounds for beacons
5817	綯	175	99.8103999864	tao2
5818	撅	174	99.8106662506	jue1	break off/stick up (as a tail)
5819	箩	174	99.8109325148	luo2	basket
5820	咆	174	99.811198779	pao2	to roar
5821	哧	174	99.8114650432	chi1
5822	汨	174	99.8117313075	mi4	name of a river
5823	汩	174	99.8119975717	gu3	confused/extinguished
5824	珲	174	99.8122638359	hun2/hui1	(fine jade)
5825	砟	174	99.8125301001	zha3	fragments
5826	絪	174	99.8127963643	yin1
5827	钙	173	99.8130610983	gai4	calcium
5828	聩	173	99.8133258322	kui4	born deaf/deaf
5829	冽	172	99.8135890359	lie4	cold and raw
5830	唔	172	99.8138522396	en2
5831	骅	172	99.8141154433	hua2	chestnut horse
5832	瘤	171	99.8143771168	liu2	tumor
5833	黉	171	99.8146387903	hong2
5834	蚺	171	99.8149004637	ran2
5835	郇	171	99.8151621372	xun2	name of a feudal state
5836	蒺	170	99.8154222804	ji2	Tribulus terrestris
5837	酊	170	99.8156824236	ding3	intoxicated
5838	眦	170	99.8159425667	zi4
5839	屉	169	99.8162011797	ti4	drawer/tier/tray
5840	噗	169	99.8164597926	pu1	sound of escaping laughter/water
5841	桦	169	99.8167184056	hua4	Betula japonica
5842	膻	169	99.8169770185	shan1	rank odor (of sheep or goats)
5843	飚	169	99.8172356315	biao1
5844	箝	169	99.8174942444	qian2	pliers/pincers/to clamp
5845	忭	169	99.8177528574	bian4	delighted/pleased
5846	椟	168	99.81800994	du2	cabinet/case/casket
5847	篁	168	99.8182670227	huang2	(bamboo)/bamboo grove
5848	闉	168	99.8185241054	yin1
5849	螽	168	99.8187811881	zhong1	(grasshopper)/Gompsocleis mikado
5850	菴	168	99.8190382708	yan3
5851	諴	168	99.8192953535	gan1
5852	桅	167	99.8195509059	wei2	mast
5853	鄹	167	99.8198064584	zou1
5854	嵫	167	99.8200620108	zi1	name of a mountain in Gansu
5855	绔	167	99.8203175632	ku4
5856	秆	166	99.8205715854	gan3	stalks of grain
5857	舔	166	99.8208256076	tian3	to lick/to lap
5858	伧	166	99.8210796298	cang1	low fellow/rustic/rude/rough
5859	锱	166	99.821333652	zi1	ancient weight/one-eighth of a tael
5860	隈	166	99.8215876741	wei1	bay/cove
5861	埸	165	99.8218401661	yi4	border
5862	坫	165	99.822092658	dian4	stand for goblets
5863	祓	165	99.8223451499	fu2	cleanse/remove evil
5864	唉	164	99.8225961116	ai1/ai4	an interjection/to express realization or agreement (yes, oh, right, etc), alas/oh dear
5865	靛	164	99.8228470733	dian4	indigo pigment
5866	唁	164	99.8230980349	yan4	condole with
5867	睽	164	99.8233489966	kui2	separated/stare
5868	蜿	164	99.8235999583	wan1	to move (as snake)
5869	稜	164	99.82385092	leng2
5870	忮	164	99.8241018816	zhi4	aggressive
5871	貅	163	99.824351313	xiu1	(leopard)
5872	禼	163	99.8246007445	xie4
5873	佻	162	99.8248486456	tiao1	frivolous/unsteady/delay
5874	泫	162	99.8250965468	xuan4	weep
5875	垆	162	99.825344448	lu2	clay/shop
5876	霑	162	99.8255923491	zhan1
5877	虓	162	99.8258402503	xiao1
5878	郕	161	99.8260866212	cheng2
5879	歃	161	99.8263329921	sha4	drink
5880	钹	161	99.826579363	bo2	cymbals
5881	襞	161	99.8268257339	bi4	creases/folds or pleats in a garment
5882	坼	161	99.8270721048	che4	to crack/split/break/to chap
5883	餗	161	99.8273184757	su4
5884	喁	160	99.8275633164	yong2	breathing (of fish)
5885	埴	159	99.8278066268	zhi2	soil with large clay content
5886	喳	158	99.828048407	cha1/zha1	twitter/chirp
5887	屣	158	99.8282901871	xi3	slippers
5888	喈	158	99.8285319673	jie1	harmonious (of music)
5889	噩	157	99.8287722171	e4	startling
5890	喋	157	99.829012467	die2	flowing flood/to chatter
5891	枘	157	99.8292527169	rui4	tenon/tool handle
5892	菶	157	99.8294929668	beng3
5893	醔	157	99.8297332167	qiu2
5894	篓	156	99.8299719364	lou3	deep basket
5895	悻	156	99.830210656	xing4	angry
5896	酎	156	99.8304493756	zhou4	strong wine
5897	抠	155	99.830686565	kou1	dig out (with finger)/stingy
5898	捋	155	99.8309237544	lu:3/luo1/lv3	stroke (beard), strip (cow, leaves, branch)
5899	镪	155	99.8311609438	qiang1/qiang3	sulfuric acid, money/string of coins
5900	筌	155	99.8313981332	quan2	bamboo fish trap
5901	膜	154	99.8316337923	mo2	(n) membrane; film
5902	蒐	154	99.8318694515	sou1
5903	垅	153	99.8321035803	long3
5904	骀	153	99.8323377092	tai2/dai4	tired/worn out horse
5905	褛	153	99.8325718381	lu:3/lv3	soiled/tattered
5906	棼	153	99.832805967	fen2	beams in roof/confused
5907	锽	153	99.8330400958	huang2
5908	轹	153	99.8332742247	li4	to bully/wheel-rut
5909	诐	153	99.8335083536	bi4
5910	閟	152	99.8337409522	bi4
5911	疴	152	99.8339735508	ke1
5912	翙	152	99.8342061495	hui4
5913	汊	151	99.8344372178	cha4	branching stream
5914	汞	151	99.8346682862	gong3	mercury
5915	绋	151	99.8348993546	fu2	heavy rope/rope of a bier
5916	禖	151	99.8351304229	mei2
5917	糙	150	99.8353599611	cao1	rough/coarse (in texture)
5918	哆	150	99.8355894992	duo1	quiver/woolen cloth
5919	禩	150	99.8358190373	si4
5920	淬	149	99.8360470452	cui4	dip into water/to temper
5921	掸	149	99.836275053	dan3	brush away/dust off/a brush or duster/to dust
5922	茱	149	99.8365030609	zhu1	cornelian cherry
5923	痼	149	99.8367310687	gu4	obstinate disease
5924	谞	149	99.8369590766	xu1
5925	憋	148	99.8371855542	bie1	hold in (urine)/to hold (breath)/to choke/stifle/restrain/hold back
5926	镰	148	99.8374120318	lian2	scythe/sickle
5927	嗯	148	99.8376385094	en1/ng/en4	(a groaning sound)
5928	鳄	148	99.837864987	e4	crocodile/alligator
5929	缞	148	99.8380914646	shuai1
5930	篪	148	99.8383179422	chi2	bamboo flute with 8 holes
5931	垠	147	99.8385428896	yin2	bank
5932	鲙	147	99.8387678369	kuai4
5933	绁	147	99.8389927843	xie4	leash/rein
5934	饍	147	99.8392177317	shan4
5935	坳	146	99.8394411488	ao4	a depression/cavity/hollow
5936	葳	146	99.8396645659	wei1	luxuriant
5937	鲵	146	99.839887983	ni2	Cryptobranchus japonicus/salamander
5938	洱	146	99.8401114001	er3	name of a river
5939	缏	146	99.8403348171	bian4	braid
5940	庳	146	99.8405582342	bi4	low-built house
5941	鋹	146	99.8407816513	chang3
5942	鋋	146	99.8410050684	chan2
5943	狷	145	99.8412269553	juan4	timid/cautious
5944	妁	145	99.8414488421	shuo4	(surname)/matchmaker
5945	柝	145	99.841670729	tuo4	watchman's rattle
5946	瘐	145	99.8418926158	yu3	maltreat (as prisoners)
5947	嗓	144	99.8421129724	sang3	throat/voice
5948	噙	144	99.842333329	qin2	hold in the mouth
5949	忡	144	99.8425536856	chong1	grieved/distressed/sad/uneasy
5950	犄	144	99.8427740422	ji1	ox-horns/wing of an army
5951	筦	144	99.8429943988	guan3
5952	粳	143	99.8432132251	jing1
5953	髹	143	99.8434320515	xiu1	red lacquer/to lacquer
5954	砼	142	99.8436493475	tong2
5955	泷	142	99.8438666436	long2/shuang1	torrential (rain), name of a river in Guangdong
5956	蘋	142	99.8440839397	pin2
5957	跂	142	99.8443012358	qi2
5958	篥	141	99.8445170016	li4	bamboos good for poles/horn
5959	郫	141	99.8447327674	pi2	place name
5960	洫	141	99.8449485333	xu4
5961	躐	141	99.8451642991	lie4	step across
5962	紞	141	99.8453800649	dan3
5963	鞞	141	99.8455958308	bi4
5964	硫	140	99.8458100663	liu2	sulfur
5965	漉	140	99.8460243019	lu4	strain liquids
5966	桷	140	99.8462385375	jue2	rafter/malus toringo
5967	怃	140	99.8464527731	wu3	disappointed/startled
5968	肸	140	99.8466670086	bi4
5969	荟	139	99.8468797139	hui4	flourish
5970	怦	139	99.8470924193	peng1	impulsive
5971	蟋	139	99.8473051246	xi1	cricket
5972	铏	139	99.8475178299	xing2
5973	鉏	138	99.847729005	chu2
5974	睇	138	99.84794018	di4	look down upon
5975	殍	138	99.8481513551	piao3	die of starvation
5976	赗	138	99.8483625302	feng4
5977	铳	137	99.848572175	chong4	a gun/a pistol
5978	箠	137	99.8487818198	chui2
5979	濑	136	99.8489899344	lai4	name of a river/rushing of water
5980	妯	136	99.8491980489	zhou2	wives of brothers
5981	踽	136	99.8494061635	ju3	hunchbacked/walk alone
5982	伛	136	99.849614278	yu3	hunchbacked
5983	雱	136	99.8498223926	pang1
5984	鋐	136	99.8500305071	hong2
5985	饟	136	99.8502386217	xiang3
5986	眶	135	99.850445206	kuang4	eye socket
5987	抿	135	99.8506517903	min3	purse up (lips)/to smooth
5988	渗	135	99.8508583746	shen4	to seep/to ooze/to horrify
5989	啷	135	99.8510649589	lang1
5990	惘	135	99.8512715432	wang3	desolate
5991	觋	135	99.8514781275	xi2	wizard
5992	浍	135	99.8516847118	kuai4/hui4	drain/stream
5993	痤	135	99.8518912961	cuo2	acne
5994	逌	135	99.8520978804	you1
5995	籀	135	99.8523044647	zhou4	(surname)/(writing)/develop
5996	麞	135	99.852511049	zhang1
5997	刨	134	99.8527161031	bao4/pao2	a plane/to plane/level or make smooth, a plane/to plane, eliminate/to dig/to question
5998	怄	134	99.8529211571	ou4	annoyed
5999	箐	134	99.8531262112	qing4
6000	祲	134	99.8533312652	jin4
6001	柞	133	99.853534789	zuo4/zha4	oak/Quercus serrata
6002	铤	133	99.8537383128	ding4/ting3	ingot, big arrow/walk fast
6003	秭	133	99.8539418366	zi3	billion
6004	翾	133	99.8541453604	xuan1
6005	唠	132	99.854347354	lao2/lao4	to chatter
6006	桁	132	99.8545493475	heng2	pole plate/purlin/ridge-pole
6007	眈	132	99.8547513411	dan1	gaze intently
6008	痨	132	99.8549533346	lao2	tuberculosis
6009	顒	132	99.8551553281	yu2
6010	揄	131	99.8553557914	yu2	draw out/let hanging
6011	犷	131	99.8555562547	guang3
6012	螃	131	99.855756718	pang2	crab
6013	唣	131	99.8559571813	zao4
6014	箦	131	99.8561576446	ze2
6015	翃	131	99.8563581079	hong2
6016	侩	129	99.8565555106	kuai4	broker
6017	仃	129	99.8567529134	ding1	alone
6018	荠	129	99.8569503162	ji4/qi2	Capsella bursa pastoris, water chestnut
6019	剀	129	99.857147719	kai3	carefully/moderately
6020	茆	129	99.8573451218	mao2
6021	睚	129	99.8575425245	ya2
6022	蓺	129	99.8577399273	yi4
6023	熠	128	99.8579357998	yi4	to glow/flash
6024	祆	128	99.8581316724	xian1
6025	瞀	128	99.8583275449	mao4	indistinct vision/dim
6026	趄	128	99.8585234174	ju1/qie4	hesitate/mark time, recline
6027	玢	128	99.8587192899	fen1/bin1	porphyrites
6028	荦	128	99.8589151625	luo4	brindled ox/clear/eminent
6029	镔	128	99.859111035	bin1	fine steel
6030	筅	128	99.8593069075	xian3	bamboo brush for utensils
6031	茌	128	99.85950278	chi2	name of a district in Shandong
6032	畸	127	99.8596971223	ji1	fractional remains/odd
6033	酗	127	99.8598914646	xu4	drunk
6034	脬	127	99.8600858069	pao1	bladder
6035	蜺	127	99.8602801491	ni2
6036	臱	127	99.8604744914	bian1
6037	卅	126	99.8606673034	sa4	thirty
6038	黝	126	99.8608601154	you3	black/dark green
6039	阽	126	99.8610529274	dian4/yan2	dangerous, dangerous
6040	酾	126	99.8612457395	shai1
6041	祼	126	99.8614385515	guan4
6042	泞	125	99.8616298332	ning4	muddy
6043	蜍	125	99.861821115	chu2	Bufo vulgaris/toad
6044	捃	125	99.8620123968	jun4	gather/to sort
